Episode,Epsilon,Avg_Coverage,Global_Coverage,Survival_Rate,Avg_Loss,Avg_Q,Stuck_Overrides
873,0.118,0.7863,0.8592,0.75,6.6332,21.4655,0
874,0.117,0.8468,0.8545,0.5,6.5873,21.4593,0
875,0.116,0.8736,0.8592,1.0,6.4967,21.5386,0
876,0.115,0.905,0.8545,0.75,6.5826,21.7062,0
877,0.114,0.863,0.8545,1.0,6.6301,21.6004,0
878,0.113,0.6605,0.8592,0.5,6.5728,21.6666,0
879,0.112,0.9354,0.8545,1.0,6.5792,21.5894,0
880,0.111,0.8669,0.8638,0.75,6.5409,21.5833,0
881,0.11,0.8763,0.8545,1.0,6.5275,21.3442,0
882,0.109,0.8651,0.8545,0.75,6.5238,21.4225,0
883,0.108,0.8538,0.8592,0.5,6.6253,21.4262,1
884,0.107,0.8879,0.8545,1.0,6.6565,21.4267,0
885,0.106,0.8657,0.8545,0.75,6.6436,21.3567,0
886,0.105,0.8973,0.8592,1.0,6.5398,21.6031,0
887,0.104,0.8772,0.8545,1.0,6.6296,21.4329,0
888,0.103,0.8447,0.8545,1.0,6.6181,21.4695,0
889,0.102,0.7513,0.8592,0.5,6.5192,21.5456,2
890,0.101,0.8697,0.8545,0.75,6.5151,21.6393,0
891,0.1,0.8436,0.8545,1.0,6.4822,21.4996,0
892,0.099,0.9074,0.8545,0.75,6.5417,21.4503,0
893,0.098,0.7667,0.8592,0.75,6.5205,21.318,0
894,0.097,0.8355,0.8545,0.75,6.617,21.3966,0
895,0.096,0.8963,0.8545,0.5,6.4629,21.2889,1
896,0.095,0.8794,0.8592,1.0,6.5364,21.5735,0
897,0.094,0.8121,0.8545,0.5,6.43,21.5173,0
898,0.093,0.8812,0.8592,0.75,6.6421,21.5437,1
899,0.092,0.924,0.8545,1.0,6.5609,21.4486,0
900,0.091,0.6143,0.8545,0.5,6.5816,21.3848,0
901,0.09,0.8831,0.8545,1.0,6.5866,21.4514,0
902,0.089,0.8815,0.8545,1.0,6.5236,21.5922,0
903,0.088,0.9295,0.8545,1.0,6.5865,21.5678,0
904,0.087,0.8373,0.8545,0.75,6.6067,21.6431,0
905,0.086,0.7326,0.8592,0.5,6.5796,21.465,0
906,0.085,0.8242,0.8545,0.75,6.5926,21.7106,0
907,0.084,0.8517,0.8545,0.75,6.6963,21.6151,0
908,0.083,0.889,0.8545,0.75,6.6871,21.545,0
909,0.082,0.8703,0.8545,1.0,6.5367,21.876,0
910,0.081,0.9043,0.8545,1.0,6.6013,21.6952,0
911,0.08,0.9315,0.8592,1.0,6.563,21.4373,0
912,0.079,0.9096,0.8545,1.0,6.5055,21.5004,0
913,0.078,0.8181,0.8638,0.75,6.5147,21.3547,0
914,0.077,0.8232,0.8545,0.5,6.5204,21.4928,0
915,0.076,0.922,0.8545,1.0,6.4802,21.4393,0
916,0.075,0.8874,0.8545,1.0,6.6192,21.6452,0
917,0.074,0.9233,0.8545,1.0,6.5302,21.7698,0
918,0.073,0.8637,0.8545,0.75,6.5829,21.6973,0
919,0.072,0.8987,0.8545,1.0,6.5615,21.7881,0
920,0.071,0.6915,0.8545,0.75,6.5003,21.7311,0
921,0.07,0.8107,0.8545,0.5,6.5901,21.5365,0
922,0.069,0.8607,0.8592,1.0,6.5524,21.5628,0
923,0.068,0.899,0.8592,1.0,6.578,21.6633,1
924,0.067,0.8663,0.8545,1.0,6.5848,21.5564,0
925,0.066,0.9015,0.8545,1.0,6.5544,21.5132,0
926,0.065,0.8252,0.8592,0.75,6.522,21.3402,0
927,0.064,0.8347,0.8545,0.75,6.5659,21.5544,0
928,0.063,0.817,0.8545,0.75,6.4864,21.3999,0
929,0.062,0.8439,0.8545,0.25,6.602,21.3113,0
930,0.061,0.7399,0.8592,0.75,6.5438,21.2902,0
931,0.06,0.8815,0.8545,0.25,6.4014,21.3724,0
932,0.059,0.9175,0.8592,1.0,6.5746,21.3247,0
933,0.058,0.9123,0.8545,1.0,6.5232,21.3327,0
934,0.057,0.723,0.8545,0.5,6.5138,21.2598,0
935,0.056,0.8437,0.8545,0.75,6.6449,21.3495,0
936,0.055,0.9149,0.8545,1.0,6.5295,21.0143,0
937,0.054,0.9129,0.8592,1.0,6.5771,21.1215,0
938,0.053,0.8633,0.8545,0.75,6.415,21.1987,0
939,0.052,0.9242,0.8545,1.0,6.4687,21.1971,0
940,0.051,0.8943,0.8592,1.0,6.5931,21.1415,0
941,0.05,0.9104,0.8592,0.75,6.5426,21.2764,0
942,0.05,0.868,0.8545,1.0,6.5657,21.261,0
943,0.05,0.8741,0.8545,0.5,6.5254,21.1164,0
944,0.05,0.8817,0.8638,1.0,6.5634,21.2201,0
945,0.05,0.9119,0.8545,1.0,6.5019,21.1706,0
946,0.05,0.9466,0.8592,0.5,6.5019,21.0285,0
947,0.05,0.5844,0.8263,0.0,6.5591,21.2223,0
948,0.05,0.8538,0.8545,0.75,6.567,21.1464,0
949,0.05,0.8374,0.8638,0.75,6.517,21.2055,0
950,0.05,0.8857,0.8592,0.75,6.4727,21.1933,0
951,0.05,0.8231,0.8545,0.5,6.604,21.2271,0
952,0.05,0.8829,0.8638,1.0,6.5249,21.2415,0
953,0.05,0.8781,0.8592,1.0,6.5881,21.3761,0
954,0.05,0.8389,0.8545,0.75,6.4561,21.326,0
955,0.05,0.8718,0.8545,1.0,6.5916,21.4028,1
956,0.05,0.8251,0.8545,0.75,6.4724,21.2354,0
957,0.05,0.8837,0.8545,1.0,6.6357,21.2655,1
958,0.05,0.3923,0.7371,0.0,6.5016,21.3381,0
959,0.05,0.7779,0.8545,0.75,6.6322,21.2337,0
960,0.05,0.7921,0.8592,0.75,6.5332,21.3316,0
961,0.05,0.9103,0.8545,1.0,6.4338,21.0174,0
962,0.05,0.907,0.8592,0.75,6.4163,20.9342,0
963,0.05,0.8663,0.8545,0.75,6.4761,20.9472,0
964,0.05,0.876,0.8545,1.0,6.361,20.912,0
965,0.05,0.8831,0.8592,1.0,6.5369,20.8539,0
966,0.05,0.9182,0.8592,1.0,6.4285,20.8679,0
967,0.05,0.9276,0.8545,1.0,6.4494,20.9452,0
968,0.05,0.8838,0.8592,1.0,6.4345,20.9869,0
969,0.05,0.9113,0.8545,1.0,6.3915,20.9333,0
970,0.05,0.8438,0.8545,0.5,6.5178,20.9074,1
971,0.05,0.8472,0.8545,0.5,6.4982,20.9833,0
972,0.05,0.8569,0.8592,0.5,6.4735,21.0242,0
973,0.05,0.8955,0.8545,0.75,6.4306,20.9207,0
974,0.05,0.8596,0.8545,1.0,6.3305,21.0101,0
975,0.05,0.899,0.8545,1.0,6.4546,20.9725,0
976,0.05,0.8304,0.8545,1.0,6.4512,20.6476,0
977,0.05,0.6288,0.8545,0.5,6.384,20.5748,0
978,0.05,0.8621,0.8545,1.0,6.3338,20.7635,0
979,0.05,0.915,0.8638,0.75,6.4274,20.6237,0
980,0.05,0.8198,0.8545,0.75,6.3321,20.6459,0
981,0.05,0.9053,0.8545,1.0,6.351,20.7807,0
982,0.05,0.8809,0.8545,1.0,6.4002,20.7301,0
983,0.05,0.8991,0.8545,1.0,6.3587,20.7083,0
984,0.05,0.8863,0.8545,1.0,6.4129,20.5124,0
985,0.05,0.687,0.8545,0.5,6.4157,20.6876,0
986,0.05,0.8463,0.8545,0.75,6.4075,20.6357,0
987,0.05,0.9119,0.8592,1.0,6.3184,20.9094,0
988,0.05,0.8606,0.8545,1.0,6.3767,20.8161,0
989,0.05,0.7425,0.8545,0.25,6.3693,20.6667,1
990,0.05,0.6981,0.8545,0.5,6.3857,20.7724,0
991,0.05,0.686,0.8545,0.75,6.3461,21.0114,0
992,0.05,0.8843,0.8545,1.0,6.3948,20.9555,0
993,0.05,0.8818,0.8545,1.0,6.4878,20.9784,0
994,0.05,0.8456,0.8592,0.5,6.4355,21.0314,0
995,0.05,0.8361,0.8545,1.0,6.365,21.1229,0
996,0.05,0.8429,0.8545,1.0,6.5122,21.0218,0
997,0.05,0.7065,0.8545,0.75,6.3838,20.9999,0
998,0.05,0.785,0.8545,0.25,6.4355,21.0008,1
999,0.05,0.9015,0.8545,1.0,6.3794,20.8127,0
1000,0.05,0.8293,0.8545,0.75,6.4074,21.052,1
1001,0.05,0.8832,0.8545,1.0,6.455,20.8343,0
1002,0.05,0.9079,0.8592,0.5,6.439,21.0791,1
1003,0.05,0.8611,0.8545,1.0,6.3628,21.1969,0
1004,0.05,0.8194,0.8592,0.75,6.3832,21.1589,2
1005,0.05,0.901,0.8545,0.25,6.4299,20.977,0
1006,0.05,0.8929,0.8545,1.0,6.4734,20.8947,0
1007,0.05,0.8535,0.8545,0.5,6.4576,20.9445,0
1008,0.05,0.8555,0.8592,0.75,6.3707,20.8207,0
1009,0.05,0.92,0.8545,0.75,6.4453,20.8287,0
1010,0.05,0.9043,0.8592,1.0,6.3469,20.8485,0
1011,0.05,0.905,0.8545,1.0,6.3508,21.1989,1
1012,0.05,0.8817,0.8545,1.0,6.5141,21.0888,0
1013,0.05,0.8766,0.8592,1.0,6.3889,20.938,0
1014,0.05,0.6793,0.8545,0.75,6.4242,21.0127,0
1015,0.05,0.9159,0.8545,1.0,6.4789,21.1908,0
1016,0.05,0.891,0.8592,0.5,6.42,21.1677,0
1017,0.05,0.8608,0.8592,1.0,6.4949,21.1947,2
1018,0.05,0.9257,0.8545,1.0,6.4549,21.2706,0
1019,0.05,0.6326,0.8545,0.25,6.3785,21.2449,0
1020,0.05,0.8485,0.8545,1.0,6.4657,21.1291,0
1021,0.05,0.8836,0.8592,1.0,6.4213,21.1839,0
1022,0.05,0.8413,0.8545,0.5,6.4373,21.1689,0
1023,0.05,0.8641,0.8545,1.0,6.4395,21.1971,0
1024,0.05,0.6835,0.8545,0.75,6.4942,21.1758,1
1025,0.05,0.8925,0.8545,1.0,6.4909,21.2642,0
1026,0.05,0.8849,0.8545,1.0,6.5217,21.239,0
1027,0.05,0.871,0.8592,1.0,6.4991,21.2548,0
1028,0.05,0.8819,0.8545,0.75,6.4646,21.257,2
1029,0.05,0.6769,0.8545,0.75,6.4873,21.2787,0
1030,0.05,0.9217,0.8545,1.0,6.4205,21.3532,0
1031,0.05,0.8938,0.8545,1.0,6.4359,21.2959,0
1032,0.05,0.7278,0.8545,0.5,6.4919,21.3225,0
1033,0.05,0.8582,0.8545,0.75,6.5549,21.273,1
1034,0.05,0.8824,0.8545,0.75,6.5412,21.3265,0
1035,0.05,0.8916,0.8592,1.0,6.5356,21.3589,2
1036,0.05,0.8712,0.8545,1.0,6.5247,21.3514,0
1037,0.05,0.8443,0.8545,0.75,6.5329,21.3588,0
1038,0.05,0.9042,0.8545,1.0,6.3672,21.2843,0
1039,0.05,0.9151,0.8545,0.75,6.4447,21.4068,1
1040,0.05,0.8754,0.8545,0.5,6.5098,21.4002,0
1041,0.05,0.9139,0.8545,0.75,6.4087,21.2409,0
1042,0.05,0.8526,0.8545,0.5,6.4871,21.2989,0
1043,0.05,0.8801,0.8592,1.0,6.4442,21.2398,0
1044,0.05,0.8775,0.8545,1.0,6.4743,21.278,0
1045,0.05,0.6591,0.8545,0.5,6.4674,21.051,1
1046,0.05,0.8279,0.8545,0.5,6.4749,21.0611,2
1047,0.05,0.7235,0.8545,0.5,6.4496,20.9643,1
1048,0.05,0.6743,0.8545,0.75,6.3168,20.9839,0
1049,0.05,0.8009,0.8545,0.5,6.4924,20.8776,1
1050,0.05,0.747,0.8545,0.25,6.4782,20.9857,0
1051,0.05,0.8519,0.8545,0.75,6.4469,20.9587,0
1052,0.05,0.7876,0.8638,0.75,6.4653,21.0476,0
1053,0.05,0.8289,0.8545,0.5,6.3977,20.9477,1
1054,0.05,0.8974,0.8592,1.0,6.4284,20.8703,0
1055,0.05,0.9385,0.8545,1.0,6.4493,20.8323,0
1056,0.05,0.872,0.8638,1.0,6.4492,20.6305,0
1057,0.05,0.8469,0.8545,0.75,6.3444,20.6459,0
1058,0.05,0.9019,0.8545,0.75,6.3719,20.5935,0
1059,0.05,0.8796,0.8592,0.75,6.3931,20.4911,0
1060,0.05,0.8746,0.8592,1.0,6.4154,20.593,0
1061,0.05,0.5907,0.8216,0.0,6.3731,20.4061,0
1062,0.05,0.8323,0.8545,0.75,6.3639,20.303,0
1063,0.05,0.8936,0.8545,1.0,6.3726,20.3721,0
1064,0.05,0.8728,0.8638,1.0,6.3334,20.3047,0
1065,0.05,0.945,0.8545,1.0,6.3936,20.411,0
1066,0.05,0.8586,0.8638,1.0,6.3756,20.6728,0
1067,0.05,0.8994,0.8545,0.75,6.361,20.6762,0
1068,0.05,0.8076,0.8545,0.5,6.4088,20.7291,0
1069,0.05,0.827,0.8545,0.5,6.3952,20.634,0
1070,0.05,0.8623,0.8545,1.0,6.3218,20.6813,0
1071,0.05,0.9023,0.8545,0.5,6.4065,20.6441,0
1072,0.05,0.8642,0.8545,1.0,6.3765,20.7976,0
1073,0.05,0.9192,0.8545,1.0,6.3415,20.615,0
1074,0.05,0.8857,0.8545,0.5,6.3781,20.6616,0
1075,0.05,0.6089,0.8545,0.25,6.2908,20.619,0
1076,0.05,0.8772,0.8545,1.0,6.3246,20.8953,0
1077,0.05,0.8815,0.8545,1.0,6.4629,20.8092,0
1078,0.05,0.7512,0.8545,0.75,6.435,20.9427,0
1079,0.05,0.844,0.8592,0.75,6.4256,20.8028,0
1080,0.05,0.8314,0.8545,0.5,6.4976,20.9337,1
1081,0.05,0.8927,0.8592,1.0,6.3489,20.8209,0
1082,0.05,0.8367,0.8545,0.75,6.3718,20.6562,0
1083,0.05,0.7847,0.8545,0.75,6.4137,20.6273,0
1084,0.05,0.7377,0.8545,0.75,6.3935,20.7828,0
1085,0.05,0.8681,0.8545,0.75,6.3714,20.8392,0
1086,0.05,0.8626,0.8592,0.75,6.301,20.6831,0
1087,0.05,0.8708,0.8545,0.75,6.3745,20.6281,0
1088,0.05,0.9063,0.8592,1.0,6.3535,20.6301,1
1089,0.05,0.8465,0.8545,0.75,6.2865,20.4555,0
1090,0.05,0.8709,0.8545,1.0,6.3368,20.5673,0
1091,0.05,0.7344,0.8545,0.75,6.4149,20.8357,1
1092,0.05,0.8807,0.8545,1.0,6.3756,20.7434,0
1093,0.05,0.875,0.8545,0.5,6.332,20.8318,0
1094,0.05,0.9077,0.8545,1.0,6.4159,20.7709,0
1095,0.05,0.9375,0.8545,1.0,6.3573,20.8365,0
1096,0.05,0.8556,0.8545,0.75,6.3857,20.6408,1
1097,0.05,0.597,0.8545,0.25,6.289,20.6572,1
1098,0.05,0.7966,0.8545,0.5,6.3423,20.6583,0
1099,0.05,0.8828,0.8545,1.0,6.4268,20.5785,1
1100,0.05,0.9245,0.8545,1.0,6.3137,20.669,0
1101,0.05,0.9166,0.8545,1.0,6.3646,20.4442,0
1102,0.05,0.889,0.8545,1.0,6.3944,20.5211,0
1103,0.05,0.8623,0.8545,0.75,6.3416,20.544,0
1104,0.05,0.6675,0.8451,0.0,6.3517,20.4574,0
1105,0.05,0.8655,0.8545,0.25,6.2898,20.5085,0
1106,0.05,0.8694,0.8545,0.75,6.3175,20.5654,0
1107,0.05,0.9087,0.8545,0.5,6.3902,20.5729,0
1108,0.05,0.7902,0.8545,0.5,6.3453,20.6078,0
1109,0.05,0.778,0.8545,0.25,6.2551,20.489,1
1110,0.05,0.9196,0.8592,0.75,6.2889,20.6494,0
1111,0.05,0.9006,0.8545,1.0,6.3953,20.58,0
1112,0.05,0.9269,0.8545,1.0,6.3527,20.5287,0
1113,0.05,0.7646,0.8545,0.75,6.3314,20.7339,0
1114,0.05,0.9206,0.8545,1.0,6.3313,20.5855,0
1115,0.05,0.8928,0.8592,1.0,6.2927,20.595,0
1116,0.05,0.8492,0.8545,0.75,6.3227,20.9741,0
1117,0.05,0.8584,0.8545,1.0,6.3153,20.9111,0
1118,0.05,0.827,0.8545,0.5,6.456,21.0074,0
1119,0.05,0.9144,0.8545,0.75,6.2767,20.8867,0
1120,0.05,0.8795,0.8545,0.75,6.3629,20.9032,0
1121,0.05,0.806,0.8592,0.5,6.4128,21.0659,0
1122,0.05,0.659,0.8545,0.75,6.4419,21.0878,0
1123,0.05,0.809,0.8545,0.75,6.4001,20.9871,1
1124,0.05,0.8939,0.8592,1.0,6.4376,21.0732,0
1125,0.05,0.884,0.8592,1.0,6.295,21.1876,0
1126,0.05,0.8578,0.8592,0.75,6.3551,21.1602,0
1127,0.05,0.8659,0.8638,0.75,6.4035,21.276,0
1128,0.05,0.9075,0.8545,1.0,6.3692,21.1901,1
1129,0.05,0.8596,0.8592,0.75,6.464,21.0772,0
1130,0.05,0.818,0.8592,0.5,6.4121,21.2349,1
1131,0.05,0.9077,0.8545,1.0,6.5138,21.1084,0
1132,0.05,0.8952,0.8545,1.0,6.4237,21.0902,0
1133,0.05,0.9009,0.8592,0.75,6.4076,21.14,0
1134,0.05,0.9011,0.8545,1.0,6.4064,21.1906,0
1135,0.05,0.8312,0.8592,1.0,6.5329,21.1144,0
1136,0.05,0.8926,0.8592,1.0,6.3449,20.8551,0
1137,0.05,0.8761,0.8592,1.0,6.3032,20.9244,0
1138,0.05,0.9031,0.8592,1.0,6.3931,20.8604,0
1139,0.05,0.7041,0.8545,0.75,6.4034,20.9302,0
1140,0.05,0.8872,0.8592,1.0,6.4793,20.851,0
1141,0.05,0.8693,0.8545,0.75,6.4074,20.7873,0
1142,0.05,0.8632,0.8638,0.75,6.2415,20.9948,0
1143,0.05,0.8199,0.8404,0.0,6.3625,20.9193,0
1144,0.05,0.9265,0.8592,1.0,6.3381,20.7718,0
1145,0.05,0.8755,0.8638,1.0,6.3695,20.811,0
1146,0.05,0.8876,0.8545,1.0,6.39,20.9225,0
1147,0.05,0.8651,0.8545,1.0,6.4372,20.9183,0
1148,0.05,0.8685,0.8545,0.75,6.3554,20.9909,0
1149,0.05,0.7718,0.8545,0.75,6.3647,20.8857,0
1150,0.05,0.9088,0.8545,1.0,6.3716,21.0669,0
1151,0.05,0.8965,0.8545,1.0,6.41,20.989,0
1152,0.05,0.8631,0.8545,0.75,6.4034,20.8973,0
1153,0.05,0.8376,0.8545,0.75,6.4421,20.9056,0
1154,0.05,0.8988,0.8592,1.0,6.474,20.9134,0
1155,0.05,0.6719,0.8592,0.75,6.3959,21.0399,1
1156,0.05,0.8375,0.8545,0.5,6.407,20.9727,0
1157,0.05,0.797,0.8545,0.75,6.4315,20.8658,0
1158,0.05,0.6746,0.8545,0.75,6.3657,21.0409,0
1159,0.05,0.8695,0.8592,0.75,6.4514,20.8447,0
1160,0.05,0.8352,0.8545,0.75,6.3579,20.7814,0
1161,0.05,0.7114,0.8545,0.25,6.3647,20.9266,0
1162,0.05,0.8812,0.8545,1.0,6.4962,20.6456,0
1163,0.05,0.9269,0.8545,1.0,6.3672,20.7943,0
1164,0.05,0.8338,0.8545,0.5,6.3207,20.9193,0
1165,0.05,0.9295,0.8545,1.0,6.3942,20.8448,1
1166,0.05,0.8758,0.8545,1.0,6.5014,20.9709,0
1167,0.05,0.9087,0.8545,1.0,6.4529,21.0737,0
1168,0.05,0.8533,0.8545,0.75,6.4517,20.8503,0
1169,0.05,0.8519,0.8545,1.0,6.3591,20.7764,0
1170,0.05,0.8285,0.8545,0.75,6.3397,20.8465,3
1171,0.05,0.7379,0.8545,0.75,6.3791,20.8466,0
1172,0.05,0.9032,0.8545,1.0,6.3513,20.8292,0
1173,0.05,0.8478,0.8592,0.75,6.3823,20.7357,0
1174,0.05,0.8839,0.8545,1.0,6.4629,20.7461,0
1175,0.05,0.9286,0.8545,1.0,6.351,20.5583,0
1176,0.05,0.8512,0.8545,0.75,6.391,20.8261,2
1177,0.05,0.9217,0.8545,1.0,6.3939,20.854,0
1178,0.05,0.8899,0.8592,0.75,6.3881,20.709,0
1179,0.05,0.9094,0.8545,0.5,6.3686,20.7699,0
1180,0.05,0.8907,0.8592,0.75,6.4513,20.8933,1
1181,0.05,0.6649,0.8545,0.5,6.3272,20.4314,0
1182,0.05,0.9048,0.8592,0.75,6.3373,20.5356,0
1183,0.05,0.8764,0.8592,1.0,6.2915,20.4043,0
1184,0.05,0.8493,0.8545,0.25,6.2463,20.5036,0
1185,0.05,0.8929,0.8592,1.0,6.2169,20.5166,1
1186,0.05,0.7628,0.8545,0.75,6.3278,20.4335,0
1187,0.05,0.9414,0.8545,1.0,6.2819,20.5473,0
1188,0.05,0.8391,0.8545,0.75,6.2963,20.4443,0
1189,0.05,0.9304,0.8545,1.0,6.2834,20.6075,0
1190,0.05,0.8417,0.8638,1.0,6.3968,20.4054,0
1191,0.05,0.7244,0.8545,0.75,6.3052,20.477,1
1192,0.05,0.8866,0.8545,0.75,6.2585,20.5698,0
1193,0.05,0.8816,0.8592,0.75,6.2561,20.6744,0
1194,0.05,0.8786,0.8592,1.0,6.2848,20.6747,0
1195,0.05,0.8778,0.8685,1.0,6.1921,20.458,0
1196,0.05,0.8988,0.8545,1.0,6.319,20.6067,0
1197,0.05,0.9249,0.8545,0.75,6.3087,20.6983,0
1198,0.05,0.8742,0.8592,0.75,6.2657,20.8717,0
1199,0.05,0.774,0.7653,0.0,6.2677,20.5183,0
1200,0.05,0.833,0.8545,0.75,6.3086,20.6264,0
1201,0.05,0.8053,0.8592,0.5,6.2216,20.6262,0
1202,0.05,0.9205,0.8545,0.75,6.2456,20.6941,0
1203,0.05,0.6212,0.8545,0.25,6.2911,20.5319,0
1204,0.05,0.8489,0.8592,0.75,6.2885,20.5254,0
1205,0.05,0.8213,0.8592,0.75,6.2162,20.6562,0
1206,0.05,0.8896,0.8592,1.0,6.2487,20.4098,0
1207,0.05,0.8695,0.8592,1.0,6.2803,20.3985,0
1208,0.05,0.4708,0.8545,0.25,6.2093,20.575,0
1209,0.05,0.6742,0.8545,0.75,6.2688,20.4031,0
1210,0.05,0.8112,0.8545,0.75,6.17,20.391,0
1211,0.05,0.9031,0.8545,0.25,6.1897,20.2014,1
1212,0.05,0.8277,0.8545,1.0,6.2225,20.2369,0
1213,0.05,0.7958,0.8545,0.5,6.1021,20.1761,1
1214,0.05,0.9122,0.8545,1.0,6.1702,20.1232,0
1215,0.05,0.9326,0.8545,1.0,6.1901,20.189,0
1216,0.05,0.8553,0.8545,0.75,6.224,20.4095,0
1217,0.05,0.8437,0.8545,0.75,6.2878,20.4565,0
1218,0.05,0.8948,0.8592,1.0,6.3171,20.5156,1
1219,0.05,0.8362,0.8592,0.75,6.2464,20.5062,0
1220,0.05,0.5948,0.8545,0.25,6.2691,20.517,0
1221,0.05,0.8927,0.8545,0.75,6.2403,20.8961,0
1222,0.05,0.8754,0.8638,1.0,6.2714,20.645,0
1223,0.05,0.8066,0.8545,0.25,6.2942,20.7309,0
1224,0.05,0.8351,0.8545,0.75,6.2411,20.7595,0
1225,0.05,0.8751,0.8545,0.5,6.2832,20.8617,1
1226,0.05,0.8578,0.8592,1.0,6.2194,20.6882,0
1227,0.05,0.8815,0.8545,1.0,6.3004,20.7458,0
1228,0.05,0.9006,0.8592,1.0,6.249,20.8504,0
1229,0.05,0.9067,0.8592,1.0,6.2285,20.7897,0
1230,0.05,0.6793,0.8545,0.75,6.2817,20.8015,0
1231,0.05,0.9045,0.8545,1.0,6.2646,20.5529,0
1232,0.05,0.8528,0.8545,0.5,6.2515,20.6327,1
1233,0.05,0.9155,0.8592,0.75,6.2687,20.5992,0
1234,0.05,0.912,0.8545,0.75,6.1621,20.732,0
1235,0.05,0.8791,0.8545,1.0,6.2625,20.5123,0
1236,0.05,0.9042,0.8545,1.0,6.356,20.5957,0
1237,0.05,0.9066,0.8545,1.0,6.251,20.6416,0
1238,0.05,0.814,0.8592,0.75,6.3068,20.7509,2
1239,0.05,0.9015,0.8545,0.75,6.2886,20.7154,0
1240,0.05,0.902,0.8545,1.0,6.2203,20.7161,0
1241,0.05,0.8685,0.8545,1.0,6.2453,20.7167,0
1242,0.05,0.8405,0.8592,0.75,6.2787,20.6343,2
1243,0.05,0.8091,0.8545,0.75,6.252,20.6172,2
1244,0.05,0.6628,0.8545,0.75,6.3021,20.7936,0
1245,0.05,0.8982,0.8592,0.75,6.2878,20.7193,0
1246,0.05,0.8341,0.8592,0.5,6.3258,20.7975,0
1247,0.05,0.8808,0.8545,1.0,6.3045,20.874,0
1248,0.05,0.8857,0.8545,0.75,6.2414,20.7337,0
1249,0.05,0.8773,0.8545,1.0,6.2468,20.6646,0
1250,0.05,0.8296,0.8545,0.75,6.2964,20.7009,0
1251,0.05,0.7741,0.8545,0.25,6.2684,20.204,1
1252,0.05,0.8939,0.8545,0.75,6.1755,20.153,0
1253,0.05,0.8758,0.8638,0.75,6.2162,20.2006,0
1254,0.05,0.7907,0.8545,0.5,6.2469,20.3238,0
1255,0.05,0.9255,0.8545,1.0,6.1549,20.3256,0
1256,0.05,0.8918,0.8545,0.75,6.184,20.1927,0
1257,0.05,0.8813,0.8592,1.0,6.0724,20.2262,0
1258,0.05,0.9269,0.8545,1.0,6.1775,20.2666,0
1259,0.05,0.86,0.8545,1.0,6.1928,20.4018,0
1260,0.05,0.8676,0.8545,1.0,6.1751,20.3243,0
1261,0.05,0.749,0.8592,0.5,6.0996,20.4578,1
1262,0.05,0.8523,0.8592,1.0,6.1019,20.451,0
1263,0.05,0.9289,0.8545,1.0,6.1972,20.3003,0
1264,0.05,0.8698,0.8545,0.75,6.1056,20.3893,0
1265,0.05,0.8871,0.8545,1.0,6.201,20.2101,0
1266,0.05,0.8772,0.8545,1.0,6.0699,20.3881,0
1267,0.05,0.6821,0.8545,0.75,6.2174,20.3671,0
1268,0.05,0.8862,0.8592,0.75,6.1638,20.394,1
1269,0.05,0.9238,0.8545,0.75,6.2218,20.4256,1
1270,0.05,0.9375,0.8545,1.0,6.149,20.4557,0
1271,0.05,0.9127,0.8545,1.0,6.1348,20.5438,0
1272,0.05,0.8797,0.8545,1.0,6.2709,20.6025,0
1273,0.05,0.9089,0.8545,0.5,6.2022,20.6626,0
1274,0.05,0.761,0.8545,0.5,6.2244,20.716,0
1275,0.05,0.8984,0.8545,0.75,6.1491,20.5604,0
1276,0.05,0.8997,0.8545,1.0,6.1785,20.5052,0
1277,0.05,0.8191,0.8592,0.75,6.1434,20.3424,0
1278,0.05,0.7883,0.8545,0.5,6.1955,20.2607,1
1279,0.05,0.9233,0.8545,1.0,6.1165,20.33,0
1280,0.05,0.8613,0.8545,0.75,6.1247,20.3353,0
1281,0.05,0.8314,0.8545,0.75,6.1656,20.3145,0
1282,0.05,0.8044,0.8545,1.0,6.2862,20.4024,0
1283,0.05,0.6916,0.8545,0.75,6.1976,20.429,0
1284,0.05,0.7002,0.8545,0.75,6.0888,20.421,1
1285,0.05,0.9018,0.8545,1.0,6.2745,20.4692,0
1286,0.05,0.9417,0.8545,1.0,6.089,20.3449,1
1287,0.05,0.9124,0.8545,1.0,6.1718,20.3098,0
1288,0.05,0.8484,0.8545,0.75,6.1209,20.3754,0
1289,0.05,0.9213,0.8545,1.0,6.1414,20.3242,0
1290,0.05,0.8459,0.8545,1.0,6.0528,20.3229,1
1291,0.05,0.8772,0.8592,0.75,6.2283,20.1532,0
1292,0.05,0.8492,0.8545,0.75,6.0909,20.3218,0
1293,0.05,0.6717,0.8592,0.75,6.1153,20.3606,0
1294,0.05,0.9284,0.8545,0.75,6.1049,20.2605,0
1295,0.05,0.8472,0.8638,0.75,6.0953,20.1958,1
1296,0.05,0.8789,0.8545,1.0,6.0554,20.2151,0
1297,0.05,0.9146,0.8545,1.0,6.169,20.2732,0
1298,0.05,0.9183,0.8545,0.75,6.0646,20.3962,0
1299,0.05,0.8957,0.8545,1.0,6.1067,20.2821,0
1300,0.05,0.8764,0.8545,0.75,6.1114,20.3116,1
1301,0.05,0.9025,0.8545,1.0,6.0728,20.1221,0
1302,0.05,0.8765,0.8545,0.5,6.1441,20.2833,0
